"ID","yield","kgw","grain","tiller"
"R039",-1.12513132186369,0.761805188546903,-1.58167604264801,0.64413800951261
"R040",1.71100675107104,-0.863504236354829,1.53840409684461,0.748778691870612
"R041",1.812743968517,-0.692419033733594,1.40948592747493,0.874347510700213
"R042",0.573141335837507,0.751858374441018,0.0825403255788572,-0.172059312879805
"R043",-0.0674052790317201,1.33175763681416,-0.855046360746139,0.1418627341942
"R044",-1.17060046932557,0.373879438417358,-1.23138323900714,0.0581501883077993
"R045",-0.0878663953895658,0.760810507136314,-0.339373683267391,-0.569693905840211
"R046",1.03749500429195,0.153060165266695,1.0657041424891,-0.590622042311812
"R048",0.922117042607432,-1.19771719031259,0.852142730603958,0.999916329529815
"R049",-1.55993004446791,-1.61846742699156,-1.33686174121871,0.455784781268206
"R050",-0.452756303771148,-0.0428920726192545,0.611235040367675,-1.88816650355103
"R051",0.803328894863272,1.34767253938357,-0.11018582661017,0.100006461251001
"R053",-2.59321642053912,-0.816754210057166,-1.62855537696426,-0.967328498800618
"R054",-0.251555326252332,-0.0737271963475005,-0.171389401967496,-0.0674186305218031
"R055",-1.07511525965562,-1.75076005459984,-0.632369522743952,1.23012583071742
"R056",0.336701769035734,0.348017721742056,-0.706595135411348,1.43940719543342
"R057",0.466857203645364,-1.19771719031259,1.0292424380209,0.162790870665801
"R059",-0.0793409302404631,0.459422039727976,-0.865463990594194,1.14641328483102
"R060",-2.14705041106943,-1.31608427817263,-1.33035072256367,-0.46505322348221
"R061",0.112197853442704,0.352991128794999,-0.037262417673781,-0.276699995237807
"R062",0.294642807633495,0.209757005670244,0.572168928437467,-0.862687816442616
"R063",-1.95664835607281,0.375868801238536,-1.4475490583543,-1.05104104468702
"R064",0.403768761542006,0.838395657162223,-0.180504828084544,0.0581501883077993
"R065",0.196884140590455,1.41630555671419,0.168485771825315,-1.23939427293142
"R066",-0.881871382942635,-1.73981855908336,-0.157065160926419,0.560425463626208
"R067",-0.950643468478728,-1.59459507313743,0.129419659895107,-0.402268814067408
"R068",0.460036831526082,0.846353108446931,-0.684457671984229,1.10455701188782
"R069",0.493570327779218,0.898076541797538,-0.418808110858814,0.811563101285412
"R070",-0.0782042015539163,-1.20865868582906,0.448459573991807,0.162790870665801
"R071",1.29269059442175,-0.61085515806533,1.31702946257344,0.100006461251001
"R072",0.0911683727415848,-0.227902814988729,-0.537308650380446,1.58590415073463
"R073",-2.04815501533984,0.509156110257404,-1.72752286052079,-0.360412541124208
"R074",-1.11660585671459,1.01345958542581,-1.31472427779159,-0.0674186305218031
"R075",-0.487426528710831,0.86823609947988,-1.19752594200096,0.560425463626208
"R076",1.05284084156034,-0.56907853882061,2.24550072278138,-1.42774750117583
"R077",-0.16175376001512,1.39939597273418,-0.96964028907475,0.393000371853405
"R078",0.14573134969584,0.860278648195172,-0.321142831033294,-0.360412541124208
"R079",1.20743594293073,-0.367158212471129,0.992780733552707,0.204647143609002
"R080",1.55129637061119,-1.00375431524782,1.64127819159416,0.246503416552202
"R081",1.19834211343835,-0.154296390605175,1.22196859020993,-0.339484404652607
"R082",1.04090519035159,0.0615494754925456,0.639883522449827,0.120934597722601
"R083",1.61608990574437,1.66000250230839,0.689367264228091,-0.758047134084614
"R084",-0.431158458726755,-2.4679253516342,0.781823729129583,0.748778691870612
"R086",0.252015481887983,0.241586810809078,-0.457874222789022,0.853419374228614
"R087",0.104809116980148,0.570826357713896,-0.533402039187425,0.204647143609002
"R089",-3.18431533754356,-2.53854773178599,-2.11557957236086,0.309287825967004
"R090",0.0610450625480897,-0.680482856806531,0.94069258431243,-0.841759679971015
"R092",1.92016482939569,0.183895288994941,2.07230762655746,-0.548765769368611
"R093",0.0292166593247739,1.27506079641061,0.17499679048035,-1.19753799998822
"R094",0.833452205056767,-0.557142361893548,2.02803269970322,-1.26032240940302
"R097",-1.44000516803721,0.08641651075726,-1.99447462537721,1.85796992486543
"R098",-0.267469527863989,-0.218950682293432,-0.670133430943154,0.832491237757013
"R099",0.224165629067582,-1.34691940190088,0.603421817981633,0.602281736569409
"R100",1.12559147749934,-1.3618396230597,1.86265282586534,0.0790783247794
"R101",0.436733893451869,-0.59692961831709,1.6477892102492,-1.32310681881782
"R103",-0.368070016623397,-1.0137011293537,0.167183568094308,-0.0883467669934023
"R105",2.5266095836685,1.4670343086542,0.52789400158323,0.769706828342211
"R106",-0.124810077702342,1.50682156507775,-0.578979169772668,-0.360412541124208
"R107",1.9434677674699,-0.412913557358204,1.75717432365378,0.1418627341942
"R108",-0.927340530404515,1.22831077011294,-1.20664136811801,-0.192987449351404
"R109",0.0297850236680477,-0.805812714540692,-0.481313889947147,2.08817942605303
"R111",-1.69690585119682,-0.996791545373698,-1.15455321887773,0.748778691870612
"R112",-1.16434846154956,-0.358206079775833,-0.758683284651626,0.204647143609002
"R113",0.0422890392200645,-0.256748575895797,0.290892922539967,-0.297628131709406
"R115",0.129248783740909,0.24755489927261,0.85995595299,-1.32310681881782
"R116",-0.315212132698963,-1.50407906477387,0.233595958375662,0.581353600097808
"R118",-3.6185456958045,-2.17250497268939,-2.56483985955825,0.1418627341942
"R119",0.658964351671804,1.17857669958352,-0.235197384786836,0.288359689495404
"R120",0.154825179188216,-0.248791124611089,-0.409692684741766,1.18826955777422
"R121",0.383876009527434,-1.37477048139736,1.25712809094712,0.120934597722601
"R122",0.338406862065554,1.11392240789526,-0.313329608647252,0.0372220518361987
"R123",-0.211769822223187,-0.914232988294845,0.561751298589411,-0.423196950539008
"R125",-1.11717422105786,-0.761052051064205,-1.05167912412819,0.602281736569409
"R126",-0.500498908606121,-0.998780908194875,-0.0841417519900311,0.183719007137402
"R127",-1.06829488753634,0.192847421690238,-0.744359043610549,-0.632478315255012
"R128",0.543899683503337,-0.8585793503463,0.600658605186559,0.536128407625035
"R129",-1.84240712307484,-0.32538159322641,-1.97494156941211,1.25105396718902
"R130",-0.201794334871487,0.248501059638784,0.613680642496629,-1.661325921893
"R131",-0.323737597848065,-0.222929407935787,0.672438615725001,-1.21846613645982
"R132",0.764680119520674,1.85098133314139,-0.642787152592008,0.413928508325006
"R133",-0.553356792530556,-1.11316927041256,-0.269054681793016,0.769706828342211
"R135",0.501527428585047,-0.838637201090115,2.04626355193732,-1.32310681881782
"R137",0.429913521332586,1.65303973243427,-0.79905160031284,0.853419374228614
"R138",0.582235165329883,-0.940094704970149,0.272662070305871,1.35569464954702
"R139",-0.744895576213723,0.701129622501,-0.852441953284125,-0.192987449351404
"R140",-0.319190683101877,-0.302503920782872,-1.10376727336846,2.17189197193944
"R141",-0.696584607035476,-0.620801972171217,-1.07902540247933,1.75332924250743
"R142",0.554953676852755,0.339065589046759,0.254431218071773,-0.276699995237807
"R143",1.00111968632245,-0.305487965014638,1.21936418274791,-0.297628131709406
"R144",-0.926203801717968,-1.00077027101605,0.155463734515246,-0.569693905840211
"R145",-1.77647685925511,-1.50706310900564,-1.85904543735249,2.36024520018384
"R146",-0.29531938068439,0.709087073785708,1.8353065475142,-3.18571096479026
"R147",0.977248383904961,2.08075273898735,-0.339373683267391,0.0162939153645995
"R148",0.822084918191297,1.6938216702684,-0.116696845265205,-0.276699995237807
"R149",-1.09443964732692,0.207767642849066,-0.849837545822111,-0.402268814067408
"R150",-1.11319567065495,-0.703360529250068,-0.306818589992217,-0.883615952914217
"R151",-0.572112815858582,-1.48518011797269,0.445855166529793,-0.276699995237807
"R152",0.140047706263105,-0.120477222645163,0.555240279934376,-0.695262724669814
"R153",0.0996938378906876,-0.0687537892945565,-0.117999048996211,0.539497327154608
"R154",-1.30700791171121,-0.995796863963109,-0.578979169772668,-0.130203039936604
"R155",0.723189522461709,-1.73484515203042,0.020034546490524,3.05087370374665
"R156",0.381034187811066,0.493241207687988,-0.684457671984229,1.39755092249022
"R157",0.0445624965931588,-0.202041098313426,-0.533402039187425,1.41847905896182
"R158",-0.620423785036828,0.154054846677284,-0.524286613070377,-0.46505322348221
"R159",-0.2822470007891,0.0396664844595971,0.315634793429099,-1.09289731763022
"R160",0.86812242999645,2.02902930563675,-0.0190315654396842,-0.737118997613014
"R161",-0.25780733402834,0.815517984718685,-0.494335927257217,-0.46505322348221
"R163",0.485613226973389,1.46106622019067,-0.821189063739958,0.895275647171814
"R164",0.811854360012374,1.01345958542581,-0.490429316064196,1.08362887541622
"R166",-0.0401237905545922,0.104320776147855,0.843027304486909,-1.53238818353383
"R167",-1.93050359628223,0.152065483856107,-1.60381350607513,-0.360412541124208
"R168",1.0301062678294,0.0426505286913629,0.662020985876945,0.183719007137402
"R169",1.63484592907239,0.430576278820908,0.992780733552707,-0.0883467669934023
"R170",0.171876109486421,1.61424715742131,-0.437038963092911,-0.423196950539008
"R171",-0.0225044959131138,-0.342291177206415,1.01361599324882,-1.34403495528942
"R172",-0.169142496477675,-1.702020665481,0.612537244098681,0.351144098910204
"R173",-0.00545356561490913,-0.774977590812446,0.570866724706459,-0.255771858766206
"R174",-0.362386373190663,-0.860520192123063,0.0942601591579194,0.0790783247794
"R175",-0.698289700065297,1.66398122795074,-0.545121872766487,-1.53238818353383
"R176",-0.73125483197516,0.23362935952437,-1.15976203380176,0.68599428245581
"R177",-0.301571388460399,1.85496005878375,-0.758683284651626,-0.695262724669814
"R178",0.456058281123167,-1.27231829610673,0.301310552388023,1.43940719543342
"R179",0.365688350542682,1.03534257645876,-0.308120793723224,0.0790783247794
"R180",1.2250552375722,1.43619918492596,1.04226447533097,-1.42774750117583
"R181",-0.256670605341793,0.429581597410319,-0.606325448123813,0.246503416552202
"R182",-0.736938475407894,0.423613508946787,-1.2235700166211,0.958060056586616
"R183",-0.087298031046292,1.95243883702143,-0.940991806992597,-0.109274903465003
"R184",0.128993712913687,0.703070464277764,0.290734117206908,-0.99162555480179
"R185",-0.168574132134401,-0.542222140734719,0.581284354554515,-0.967328498800618
"R186",0.965312732696217,0.348017721742056,0.845631711948924,-0.381340677595808
"R187",0.726031344178077,1.1278479476435,0.641185726180834,-1.13475359057342
"R188",0.292369350260402,1.01644362965758,0.20885408748653,-0.925472225857417
"R189",0.228144179470496,1.06219897454465,-0.911041121179437,1.27198210366062
"R190",0.0110290003400225,0.564858269250365,-0.972244696536763,1.64868856014943
"R191",0.83572566242986,-1.59061634749508,2.0241260885102,-0.213915585823005
"R193",0.761269933461033,-0.22690813357814,-0.586792392158709,2.90437674844545
"R194",1.20175229949799,-0.477567849046462,0.994082937283714,0.162790870665801
"R195",0.90392938362268,-0.675509449753588,1.61002530205,-0.52783763289701
"R196",-0.119126434269608,0.545959322449182,1.20373773797583,-2.26487296003984
"R197",-0.477764334875182,-0.390035884914667,-0.452665407864995,0.288359689495404
"R198",0.355457792363759,-0.731211608746549,0.391162609827502,0.372072235381805
"R199",-0.419222807518012,0.940847842452846,-0.793842785388813,0.0581501883077993
"R200",-1.5946002694076,-0.28360497398169,-0.849837545822111,-1.15568172704502
"R202",-0.825603312958559,-1.22855231404084,0.550031465010348,-0.988256635272219
"R203",-0.232799302924306,0.863262692426937,-0.761287692113639,0.162790870665801
"R204",-1.79636961126969,-1.29022256149733,-1.64287961800534,1.37662278601862
"R205",0.295211171976769,1.57048117535541,-0.977453511460791,0.916203783643414
"R206",0.387854559930348,0.0903952363996149,0.654207763490903,-0.52783763289701
"R208",0.898814104533218,1.99918886331909,0.757081858240452,-1.59517259294863
"R209",1.05681939196325,-1.16688206658434,2.07230762655746,-0.423196950539008
"R210",0.834020569400041,0.878182913585767,0.275266477767884,-0.172059312879805
"R211",-0.374577095226628,-0.124504469331932,-0.107740224481205,-0.217284505352578
"R213",-1.57641261042284,0.244570855040844,-0.844628730898083,-1.67888513883503
"R214",0.186653582411532,-1.0922809607902,1.00710497459378,-0.360412541124208
"R216",-0.36352310187721,0.8403850199834,-0.0828395482590239,-1.26032240940302
"R218",0.884036631608108,-0.920201076758377,1.46808509537024,-0.0464904940502024
"R219",-2.0919190697719,-0.118487859823985,-1.73403387917582,-0.255771858766206
"R220",1.51662614567151,-0.84162124532188,1.41599694612996,0.560425463626208
"R221",-1.21209106638453,0.383826252523245,-1.12069592187155,-0.318556268181006
"R222",-0.132767178508171,1.86391219147904,0.0656116770757669,-1.88816650355103
"R223",0.527103824032354,0.846353108446931,0.228387143451634,-0.674334588198213
"R224",-0.478901063561729,-1.29818001278204,0.484921278460001,-0.192987449351404
"R225",1.17674426839396,1.17360329253057,0.635976911256806,-0.48598135995381
"R226",-1.10921712025203,0.221693182597306,-1.29519122182648,0.602281736569409
"R227",0.190632132814446,-0.488509344562936,0.646394541104862,-0.192987449351404
"R228",-0.0753623798375482,-0.906275537010137,1.13732534769448,-0.946400362329017
"R229",0.717505879028974,0.0317090331748887,1.07742397606816,-0.799903407027816
"R230",0.530514010091995,-1.11316927041256,0.112491011392017,1.62776042367783
"R231",-2.38033486263879,-0.96998366833222,-1.80581388971425,-2.33102628898421
"R232",0.189495404127899,-0.792881856203039,0.693273875421111,-0.255771858766206
"R233",0.779457592445785,-0.142360213678112,0.340376664318231,0.518569190683008
"R234",-0.0651318216586257,-0.327370956047587,0.275266477767884,-0.0464904940502024
"R235",0.882331538578287,-0.699381803607713,1.18680908947274,-0.0674186305218031
"R236",-0.764788328228296,-0.82769570557364,-0.431830148168884,0.267431553023803
"R237",-1.39453602057533,-1.19075442043847,-1.45406007700933,1.73240110603583
"R238",0.527672188375628,1.0930340982729,1.15164958873555,-1.99280718590904
"R239",1.11081400457423,0.890119090512828,0.706295912731181,-0.52783763289701
"R241",0.386282719784833,0.738670517078602,-0.238144477441219,0.587762216050797
